race_id,date,レース,開催地,bet_type,combination,payout,ninki,source
202610020412,2026-07-05,12,小倉,馬連,2-10,1570,5,jra
202610020412,2026-07-05,12,小倉,ワイド,2-10,620,7,jra
202610020412,2026-07-05,12,小倉,ワイド,10-15,590,4,jra
202610020412,2026-07-05,12,小倉,ワイド,2-15,3800,37,jra
202610020412,2026-07-05,12,小倉,馬単,10-2,2030,7,jra
202610020412,2026-07-05,12,小倉,三連複,2-10-15,8960,24,jra
202610020412,2026-07-05,12,小倉,三連単,10-2-15,24970,74,jra
202602010901,2026-07-11,1,函館,単勝,1,270,2,jra
202602010901,2026-07-11,1,函館,複勝,1,110,1,jra
202602010901,2026-07-11,1,函館,複勝,5,110,2,jra
202602010901,2026-07-11,1,函館,複勝,10,140,3,jra
202602010901,2026-07-11,1,函館,枠連,1-5,230,1,jra
202602010901,2026-07-11,1,函館,馬連,1-5,230,1,jra
202602010901,2026-07-11,1,函館,ワイド,1-5,130,1,jra
202602010901,2026-07-11,1,函館,ワイド,1-10,330,5,jra
202602010901,2026-07-11,1,函館,ワイド,5-10,230,2,jra
202602010901,2026-07-11,1,函館,馬単,1-5,440,1,jra
202602010901,2026-07-11,1,函館,三連複,1-5-10,480,2,jra
202602010901,2026-07-11,1,函館,三連単,1-5-10,1650,4,jra
202602010902,2026-07-11,2,函館,単勝,7,600,4,jra
202602010902,2026-07-11,2,函館,複勝,7,160,1,jra
202602010902,2026-07-11,2,函館,複勝,3,220,4,jra
202602010902,2026-07-11,2,函館,複勝,4,310,6,jra
202602010902,2026-07-11,2,函館,枠連,3-5,780,3,jra
202602010902,2026-07-11,2,函館,馬連,3-7,1810,6,jra
202602010902,2026-07-11,2,函館,ワイド,3-7,670,4,jra
202602010902,2026-07-11,2,函館,ワイド,4-7,1200,15,jra
202602010902,2026-07-11,2,函館,ワイド,3-4,1000,13,jra
202602010902,2026-07-11,2,函館,馬単,7-3,4190,14,jra
202602010902,2026-07-11,2,函館,三連複,3-4-7,5890,20,jra
202602010902,2026-07-11,2,函館,三連単,7-3-4,39650,149,jra
202602010903,2026-07-11,3,函館,単勝,6,290,1,jra
202602010903,2026-07-11,3,函館,複勝,6,150,1,jra
202602010903,2026-07-11,3,函館,複勝,5,440,8,jra
202602010903,2026-07-11,3,函館,複勝,4,860,11,jra
202602010903,2026-07-11,3,函館,枠連,3-3,2730,13,jra
202602010903,2026-07-11,3,函館,馬連,5-6,2630,9,jra
202602010903,2026-07-11,3,函館,ワイド,5-6,810,7,jra
202602010903,2026-07-11,3,函館,ワイド,4-6,1830,20,jra
202602010903,2026-07-11,3,函館,ワイド,4-5,7710,62,jra
202602010903,2026-07-11,3,函館,馬単,6-5,3910,13,jra
202602010903,2026-07-11,3,函館,三連複,4-5-6,20530,65,jra
202602010903,2026-07-11,3,函館,三連単,6-5-4,73420,228,jra
202602010904,2026-07-11,4,函館,単勝,14,350,1,jra
202602010904,2026-07-11,4,函館,複勝,14,140,1,jra
202602010904,2026-07-11,4,函館,複勝,4,210,4,jra
202602010904,2026-07-11,4,函館,複勝,2,190,3,jra
202602010904,2026-07-11,4,函館,枠連,3-8,850,3,jra
202602010904,2026-07-11,4,函館,馬連,4-14,1400,3,jra
202602010904,2026-07-11,4,函館,ワイド,4-14,540,3,jra
202602010904,2026-07-11,4,函館,ワイド,2-14,620,4,jra
202602010904,2026-07-11,4,函館,ワイド,2-4,760,7,jra
202602010904,2026-07-11,4,函館,馬単,14-4,2450,4,jra
202602010904,2026-07-11,4,函館,三連複,2-4-14,3450,6,jra
202602010904,2026-07-11,4,函館,三連単,14-4-2,14450,21,jra
202602010905,2026-07-11,5,函館,単勝,8,130,1,jra
202602010905,2026-07-11,5,函館,複勝,8,110,1,jra
202602010905,2026-07-11,5,函館,複勝,11,130,2,jra
202602010905,2026-07-11,5,函館,複勝,6,410,9,jra
202602010905,2026-07-11,5,函館,枠連,7-8,240,1,jra
202602010905,2026-07-11,5,函館,馬連,8-11,290,1,jra
202602010905,2026-07-11,5,函館,ワイド,8-11,170,1,jra
202602010905,2026-07-11,5,函館,ワイド,6-8,780,10,jra
202602010905,2026-07-11,5,函館,ワイド,6-11,1440,17,jra
202602010905,2026-07-11,5,函館,馬単,8-11,370,1,jra
202602010905,2026-07-11,5,函館,三連複,6-8-11,2830,8,jra
202602010905,2026-07-11,5,函館,三連単,8-11-6,4780,10,jra
202602010906,2026-07-11,6,函館,単勝,9,200,1,jra
202602010906,2026-07-11,6,函館,複勝,9,110,1,jra
202602010906,2026-07-11,6,函館,複勝,4,170,3,jra
202602010906,2026-07-11,6,函館,複勝,3,190,4,jra
202602010906,2026-07-11,6,函館,枠連,4-7,590,2,jra
202602010906,2026-07-11,6,函館,馬連,4-9,690,2,jra
202602010906,2026-07-11,6,函館,ワイド,4-9,330,2,jra
202602010906,2026-07-11,6,函館,ワイド,3-9,400,4,jra
202602010906,2026-07-11,6,函館,ワイド,3-4,490,8,jra
202602010906,2026-07-11,6,函館,馬単,9-4,1110,3,jra
202602010906,2026-07-11,6,函館,三連複,3-4-9,1170,4,jra
202602010906,2026-07-11,6,函館,三連単,9-4-3,4030,7,jra
202602010907,2026-07-11,7,函館,単勝,4,580,3,jra
202602010907,2026-07-11,7,函館,複勝,4,190,2,jra
202602010907,2026-07-11,7,函館,複勝,6,200,4,jra
202602010907,2026-07-11,7,函館,複勝,1,460,7,jra
202602010907,2026-07-11,7,函館,枠連,3-4,660,3,jra
202602010907,2026-07-11,7,函館,馬連,4-6,1820,8,jra
202602010907,2026-07-11,7,函館,ワイド,4-6,440,3,jra
202602010907,2026-07-11,7,函館,ワイド,1-4,1260,16,jra
202602010907,2026-07-11,7,函館,ワイド,1-6,1560,20,jra
202602010907,2026-07-11,7,函館,馬単,4-6,3550,14,jra
202602010907,2026-07-11,7,函館,三連複,1-4-6,7220,25,jra
202602010907,2026-07-11,7,函館,三連単,4-6-1,31600,102,jra
202602010908,2026-07-11,8,函館,単勝,8,1000,5,jra
202602010908,2026-07-11,8,函館,複勝,8,190,4,jra
202602010908,2026-07-11,8,函館,複勝,1,180,3,jra
202602010908,2026-07-11,8,函館,複勝,4,150,1,jra
202602010908,2026-07-11,8,函館,枠連,1-6,1850,10,jra
202602010908,2026-07-11,8,函館,馬連,1-8,1640,7,jra
202602010908,2026-07-11,8,函館,ワイド,1-8,560,7,jra
202602010908,2026-07-11,8,函館,ワイド,4-8,550,6,jra
202602010908,2026-07-11,8,函館,ワイド,1-4,470,4,jra
202602010908,2026-07-11,8,函館,馬単,8-1,3860,17,jra
202602010908,2026-07-11,8,函館,三連複,1-4-8,2760,8,jra
202602010908,2026-07-11,8,函館,三連単,8-1-4,17390,56,jra
202602010909,2026-07-11,9,函館,単勝,4,1870,8,jra
202602010909,2026-07-11,9,函館,複勝,4,490,7,jra
202602010909,2026-07-11,9,函館,複勝,8,320,5,jra
202602010909,2026-07-11,9,函館,複勝,9,410,6,jra
202602010909,2026-07-11,9,函館,枠連,4-7,4730,12,jra
202602010909,2026-07-11,9,函館,馬連,4-8,5980,21,jra
202602010909,2026-07-11,9,函館,ワイド,4-8,1360,18,jra
202602010909,2026-07-11,9,函館,ワイド,4-9,2270,24,jra
202602010909,2026-07-11,9,函館,ワイド,8-9,1430,19,jra
202602010909,2026-07-11,9,函館,馬単,4-8,16690,45,jra
202602010909,2026-07-11,9,函館,三連複,4-8-9,19720,50,jra
202602010909,2026-07-11,9,函館,三連単,4-8-9,164230,324,jra
202602010910,2026-07-11,10,函館,単勝,7,320,2,jra
202602010910,2026-07-11,10,函館,複勝,7,190,2,jra
202602010910,2026-07-11,10,函館,複勝,2,150,1,jra
202602010910,2026-07-11,10,函館,複勝,6,620,10,jra
202602010910,2026-07-11,10,函館,枠連,2-5,540,1,jra
202602010910,2026-07-11,10,函館,馬連,2-7,580,1,jra
202602010910,2026-07-11,10,函館,ワイド,2-7,390,3,jra
202602010910,2026-07-11,10,函館,ワイド,6-7,2100,27,jra
202602010910,2026-07-11,10,函館,ワイド,2-6,1390,17,jra
202602010910,2026-07-11,10,函館,馬単,7-2,890,1,jra
202602010910,2026-07-11,10,函館,三連複,2-6-7,5560,16,jra
202602010910,2026-07-11,10,函館,三連単,7-2-6,15870,37,jra
202602010911,2026-07-11,11,函館,単勝,1,450,2,jra
202602010911,2026-07-11,11,函館,複勝,1,190,3,jra
202602010911,2026-07-11,11,函館,複勝,3,190,4,jra
202602010911,2026-07-11,11,函館,複勝,2,690,8,jra
202602010911,2026-07-11,11,函館,枠連,1-3,1150,5,jra
202602010911,2026-07-11,11,函館,馬連,1-3,1110,5,jra
202602010911,2026-07-11,11,函館,ワイド,1-3,500,4,jra
202602010911,2026-07-11,11,函館,ワイド,1-2,1860,20,jra
202602010911,2026-07-11,11,函館,ワイド,2-3,2520,25,jra
202602010911,2026-07-11,11,函館,馬単,1-3,2200,8,jra
202602010911,2026-07-11,11,函館,三連複,1-2-3,8740,29,jra
202602010911,2026-07-11,11,函館,三連単,1-3-2,32140,110,jra
202602010912,2026-07-11,12,函館,単勝,1,150,1,jra
202602010912,2026-07-11,12,函館,複勝,1,110,1,jra
202602010912,2026-07-11,12,函館,複勝,4,140,2,jra
202602010912,2026-07-11,12,函館,複勝,8,370,7,jra
202602010912,2026-07-11,12,函館,馬連,1-4,360,1,jra
202602010912,2026-07-11,12,函館,ワイド,1-4,190,1,jra
202602010912,2026-07-11,12,函館,ワイド,1-8,830,11,jra
202602010912,2026-07-11,12,函館,ワイド,4-8,930,14,jra
202602010912,2026-07-11,12,函館,馬単,1-4,480,1,jra
202602010912,2026-07-11,12,函館,三連複,1-4-8,2200,9,jra
202602010912,2026-07-11,12,函館,三連単,1-4-8,7470,23,jra
202603020501,2026-07-11,1,福島,単勝,6,740,3,jra
202603020501,2026-07-11,1,福島,複勝,6,190,3,jra
202603020501,2026-07-11,1,福島,複勝,3,120,2,jra
202603020501,2026-07-11,1,福島,複勝,11,920,10,jra
202603020501,2026-07-11,1,福島,枠連,3-6,240,1,jra
202603020501,2026-07-11,1,福島,馬連,3-6,760,2,jra
202603020501,2026-07-11,1,福島,ワイド,3-6,360,2,jra
202603020501,2026-07-11,1,福島,ワイド,6-11,4120,39,jra
202603020501,2026-07-11,1,福島,ワイド,3-11,1460,17,jra
202603020501,2026-07-11,1,福島,馬単,6-3,1830,4,jra
202603020501,2026-07-11,1,福島,三連複,3-6-11,9390,31,jra
202603020501,2026-07-11,1,福島,三連単,6-3-11,50830,157,jra
202603020502,2026-07-11,2,福島,単勝,6,280,1,jra
202603020502,2026-07-11,2,福島,複勝,6,120,1,jra
202603020502,2026-07-11,2,福島,複勝,2,180,3,jra
202603020502,2026-07-11,2,福島,複勝,5,140,2,jra
202603020502,2026-07-11,2,福島,枠連,2-4,530,2,jra
202603020502,2026-07-11,2,福島,馬連,2-6,1160,4,jra
202603020502,2026-07-11,2,福島,ワイド,2-6,440,4,jra
202603020502,2026-07-11,2,福島,ワイド,5-6,220,1,jra
202603020502,2026-07-11,2,福島,ワイド,2-5,440,5,jra
202603020502,2026-07-11,2,福島,馬単,6-2,1570,3,jra
202603020502,2026-07-11,2,福島,三連複,2-5-6,1160,2,jra
202603020502,2026-07-11,2,福島,三連単,6-2-5,5310,7,jra
202603020503,2026-07-11,3,福島,単勝,1,260,1,jra
202603020503,2026-07-11,3,福島,複勝,1,140,1,jra
202603020503,2026-07-11,3,福島,複勝,9,160,3,jra
202603020503,2026-07-11,3,福島,複勝,4,170,4,jra
202603020503,2026-07-11,3,福島,枠連,1-6,830,2,jra
202603020503,2026-07-11,3,福島,馬連,1-9,880,3,jra
202603020503,2026-07-11,3,福島,ワイド,1-9,370,2,jra
202603020503,2026-07-11,3,福島,ワイド,1-4,360,3,jra
202603020503,2026-07-11,3,福島,ワイド,4-9,590,6,jra
202603020503,2026-07-11,3,福島,馬単,1-9,1470,2,jra
202603020503,2026-07-11,3,福島,三連複,1-4-9,1480,2,jra
202603020503,2026-07-11,3,福島,三連単,1-9-4,5410,3,jra
202603020504,2026-07-11,4,福島,単勝,13,510,3,jra
202603020504,2026-07-11,4,福島,複勝,13,150,3,jra
202603020504,2026-07-11,4,福島,複勝,5,140,2,jra
202603020504,2026-07-11,4,福島,複勝,4,140,1,jra
202603020504,2026-07-11,4,福島,枠連,3-7,420,1,jra
202603020504,2026-07-11,4,福島,馬連,5-13,940,3,jra
202603020504,2026-07-11,4,福島,ワイド,5-13,300,2,jra
202603020504,2026-07-11,4,福島,ワイド,4-13,310,3,jra
202603020504,2026-07-11,4,福島,ワイド,4-5,220,1,jra
202603020504,2026-07-11,4,福島,馬単,13-5,1870,7,jra
202603020504,2026-07-11,4,福島,三連複,4-5-13,800,1,jra
202603020504,2026-07-11,4,福島,三連単,13-5-4,5800,7,jra
202603020505,2026-07-11,5,福島,単勝,1,150,1,jra
202603020505,2026-07-11,5,福島,複勝,1,110,1,jra
202603020505,2026-07-11,5,福島,複勝,10,150,2,jra
202603020505,2026-07-11,5,福島,複勝,4,230,7,jra
202603020505,2026-07-11,5,福島,枠連,1-8,350,1,jra
202603020505,2026-07-11,5,福島,馬連,1-10,410,1,jra
202603020505,2026-07-11,5,福島,ワイド,1-10,210,1,jra
202603020505,2026-07-11,5,福島,ワイド,1-4,420,5,jra
202603020505,2026-07-11,5,福島,ワイド,4-10,1020,13,jra
202603020505,2026-07-11,5,福島,馬単,1-10,450,1,jra
202603020505,2026-07-11,5,福島,三連複,1-4-10,1600,4,jra
202603020505,2026-07-11,5,福島,三連単,1-10-4,3440,5,jra
202603020506,2026-07-11,6,福島,単勝,9,1200,4,jra
202603020506,2026-07-11,6,福島,複勝,9,430,7,jra
202603020506,2026-07-11,6,福島,複勝,6,370,5,jra
202603020506,2026-07-11,6,福島,複勝,1,370,6,jra
202603020506,2026-07-11,6,福島,枠連,3-5,3630,15,jra
202603020506,2026-07-11,6,福島,馬連,6-9,7480,21,jra
202603020506,2026-07-11,6,福島,ワイド,6-9,1870,17,jra
202603020506,2026-07-11,6,福島,ワイド,1-9,2020,19,jra
202603020506,2026-07-11,6,福島,ワイド,1-6,2370,22,jra
202603020506,2026-07-11,6,福島,馬単,9-6,13960,40,jra
202603020506,2026-07-11,6,福島,三連複,1-6-9,24850,60,jra
202603020506,2026-07-11,6,福島,三連単,9-6-1,148070,334,jra
202603020507,2026-07-11,7,福島,単勝,6,220,1,jra
202603020507,2026-07-11,7,福島,複勝,6,120,1,jra
202603020507,2026-07-11,7,福島,複勝,9,310,6,jra
202603020507,2026-07-11,7,福島,複勝,4,140,2,jra
202603020507,2026-07-11,7,福島,枠連,6-7,2830,10,jra
202603020507,2026-07-11,7,福島,馬連,6-9,2690,8,jra
202603020507,2026-07-11,7,福島,ワイド,6-9,580,8,jra
202603020507,2026-07-11,7,福島,ワイド,4-6,210,2,jra
202603020507,2026-07-11,7,福島,ワイド,4-9,1050,12,jra
202603020507,2026-07-11,7,福島,馬単,6-9,3390,14,jra
202603020507,2026-07-11,7,福島,三連複,4-6-9,2360,7,jra
202603020507,2026-07-11,7,福島,三連単,6-9-4,12570,43,jra
202603020508,2026-07-11,8,福島,単勝,12,320,1,jra
202603020508,2026-07-11,8,福島,複勝,12,190,2,jra
202603020508,2026-07-11,8,福島,複勝,9,190,3,jra
202603020508,2026-07-11,8,福島,複勝,1,250,5,jra
202603020508,2026-07-11,8,福島,枠連,5-6,800,3,jra
202603020508,2026-07-11,8,福島,馬連,9-12,960,3,jra
202603020508,2026-07-11,8,福島,ワイド,9-12,440,3,jra
202603020508,2026-07-11,8,福島,ワイド,1-12,620,7,jra
202603020508,2026-07-11,8,福島,ワイド,1-9,790,11,jra
202603020508,2026-07-11,8,福島,馬単,12-9,1540,3,jra
202603020508,2026-07-11,8,福島,三連複,1-9-12,2900,8,jra
202603020508,2026-07-11,8,福島,三連単,12-9-1,10050,15,jra
202603020509,2026-07-11,9,福島,単勝,13,600,4,jra
202603020509,2026-07-11,9,福島,複勝,13,190,3,jra
202603020509,2026-07-11,9,福島,複勝,5,200,4,jra
202603020509,2026-07-11,9,福島,複勝,3,460,6,jra
202603020509,2026-07-11,9,福島,枠連,3-7,1840,9,jra
202603020509,2026-07-11,9,福島,馬連,5-13,1500,6,jra
202603020509,2026-07-11,9,福島,ワイド,5-13,640,7,jra
202603020509,2026-07-11,9,福島,ワイド,3-13,1820,16,jra
202603020509,2026-07-11,9,福島,ワイド,3-5,1880,21,jra
202603020509,2026-07-11,9,福島,馬単,13-5,4230,19,jra
202603020509,2026-07-11,9,福島,三連複,3-5-13,10420,33,jra
202603020509,2026-07-11,9,福島,三連単,13-5-3,54670,161,jra
202603020510,2026-07-11,10,福島,単勝,8,200,1,jra
202603020510,2026-07-11,10,福島,複勝,8,110,1,jra
202603020510,2026-07-11,10,福島,複勝,9,230,5,jra
202603020510,2026-07-11,10,福島,複勝,5,260,6,jra
202603020510,2026-07-11,10,福島,枠連,8-8,980,5,jra
202603020510,2026-07-11,10,福島,馬連,8-9,1250,5,jra
202603020510,2026-07-11,10,福島,ワイド,8-9,410,4,jra
202603020510,2026-07-11,10,福島,ワイド,5-8,490,6,jra
202603020510,2026-07-11,10,福島,ワイド,5-9,1220,15,jra
202603020510,2026-07-11,10,福島,馬単,8-9,1610,6,jra
202603020510,2026-07-11,10,福島,三連複,5-8-9,3850,16,jra
202603020510,2026-07-11,10,福島,三連単,8-9-5,11620,34,jra
202603020511,2026-07-11,11,福島,単勝,5,590,5,jra
202603020511,2026-07-11,11,福島,複勝,5,210,5,jra
202603020511,2026-07-11,11,福島,複勝,7,740,9,jra
202603020511,2026-07-11,11,福島,複勝,9,200,3,jra
202603020511,2026-07-11,11,福島,枠連,5-7,11010,26,jra
202603020511,2026-07-11,11,福島,馬連,5-7,10050,30,jra
202603020511,2026-07-11,11,福島,ワイド,5-7,2580,31,jra
202603020511,2026-07-11,11,福島,ワイド,5-9,660,10,jra
202603020511,2026-07-11,11,福島,ワイド,7-9,2140,25,jra
202603020511,2026-07-11,11,福島,馬単,5-7,13940,48,jra
202603020511,2026-07-11,11,福島,三連複,5-7-9,15050,56,jra
202603020511,2026-07-11,11,福島,三連単,5-7-9,128500,353,jra
202603020512,2026-07-11,12,福島,単勝,6,1050,5,jra
202603020512,2026-07-11,12,福島,複勝,6,280,6,jra
202603020512,2026-07-11,12,福島,複勝,13,220,3,jra
202603020512,2026-07-11,12,福島,複勝,15,170,1,jra
202603020512,2026-07-11,12,福島,枠連,4-7,980,6,jra
202603020512,2026-07-11,12,福島,馬連,6-13,2470,10,jra
202603020512,2026-07-11,12,福島,ワイド,6-13,910,9,jra
202603020512,2026-07-11,12,福島,ワイド,6-15,790,8,jra
202603020512,2026-07-11,12,福島,ワイド,13-15,530,2,jra
202603020512,2026-07-11,12,福島,馬単,6-13,5640,21,jra
202603020512,2026-07-11,12,福島,三連複,6-13-15,4080,5,jra
202603020512,2026-07-11,12,福島,三連単,6-13-15,42040,126,jra
202610020501,2026-07-11,1,小倉,単勝,10,180,1,jra
202610020501,2026-07-11,1,小倉,複勝,10,110,1,jra
202610020501,2026-07-11,1,小倉,複勝,12,250,4,jra
202610020501,2026-07-11,1,小倉,複勝,2,410,8,jra
202610020501,2026-07-11,1,小倉,枠連,7-8,560,2,jra
202610020501,2026-07-11,1,小倉,馬連,10-12,1090,2,jra
202610020501,2026-07-11,1,小倉,ワイド,10-12,480,2,jra
202610020501,2026-07-11,1,小倉,ワイド,2-10,610,6,jra
202610020501,2026-07-11,1,小倉,ワイド,2-12,2540,29,jra
202610020501,2026-07-11,1,小倉,馬単,10-12,1520,3,jra
202610020501,2026-07-11,1,小倉,三連複,2-10-12,4160,9,jra
202610020501,2026-07-11,1,小倉,三連単,10-12-2,9170,29,jra
202610020502,2026-07-11,2,小倉,単勝,8,440,1,jra
202610020502,2026-07-11,2,小倉,複勝,8,130,1,jra
202610020502,2026-07-11,2,小倉,複勝,9,250,6,jra
202610020502,2026-07-11,2,小倉,複勝,6,170,2,jra
202610020502,2026-07-11,2,小倉,枠連,4-5,1450,6,jra
202610020502,2026-07-11,2,小倉,馬連,8-9,1790,5,jra
202610020502,2026-07-11,2,小倉,ワイド,8-9,740,9,jra
202610020502,2026-07-11,2,小倉,ワイド,6-8,430,2,jra
202610020502,2026-07-11,2,小倉,ワイド,6-9,710,8,jra
202610020502,2026-07-11,2,小倉,馬単,8-9,3530,11,jra
202610020502,2026-07-11,2,小倉,三連複,6-8-9,2960,5,jra
202610020502,2026-07-11,2,小倉,三連単,8-9-6,18010,38,jra
202610020503,2026-07-11,3,小倉,単勝,10,1100,6,jra
202610020503,2026-07-11,3,小倉,複勝,10,370,7,jra
202610020503,2026-07-11,3,小倉,複勝,14,320,4,jra
202610020503,2026-07-11,3,小倉,複勝,7,280,3,jra
202610020503,2026-07-11,3,小倉,枠連,5-7,1120,4,jra
202610020503,2026-07-11,3,小倉,馬連,10-14,7310,30,jra
202610020503,2026-07-11,3,小倉,ワイド,10-14,2530,33,jra
202610020503,2026-07-11,3,小倉,ワイド,7-10,1810,25,jra
202610020503,2026-07-11,3,小倉,ワイド,7-14,1580,20,jra
202610020503,2026-07-11,3,小倉,馬単,10-14,13770,56,jra
202610020503,2026-07-11,3,小倉,三連複,7-10-14,18690,68,jra
202610020503,2026-07-11,3,小倉,三連単,10-14-7,111830,406,jra
202610020504,2026-07-11,4,小倉,単勝,1,560,3,jra
202610020504,2026-07-11,4,小倉,複勝,1,190,3,jra
202610020504,2026-07-11,4,小倉,複勝,3,390,6,jra
202610020504,2026-07-11,4,小倉,複勝,2,110,1,jra
202610020504,2026-07-11,4,小倉,枠連,1-2,1290,5,jra
202610020504,2026-07-11,4,小倉,馬連,1-3,8110,23,jra
202610020504,2026-07-11,4,小倉,ワイド,1-3,2400,25,jra
202610020504,2026-07-11,4,小倉,ワイド,1-2,340,2,jra
202610020504,2026-07-11,4,小倉,ワイド,2-3,780,8,jra
202610020504,2026-07-11,4,小倉,馬単,1-3,16090,41,jra
202610020504,2026-07-11,4,小倉,三連複,1-2-3,3180,9,jra
202610020504,2026-07-11,4,小倉,三連単,1-3-2,31490,91,jra
202610020505,2026-07-11,5,小倉,単勝,1,200,1,jra
202610020505,2026-07-11,5,小倉,複勝,1,140,1,jra
202610020505,2026-07-11,5,小倉,複勝,5,760,10,jra
202610020505,2026-07-11,5,小倉,複勝,9,1020,11,jra
202610020505,2026-07-11,5,小倉,枠連,1-5,1830,8,jra
202610020505,2026-07-11,5,小倉,馬連,1-5,3780,13,jra
202610020505,2026-07-11,5,小倉,ワイド,1-5,1540,17,jra
202610020505,2026-07-11,5,小倉,ワイド,1-9,2160,20,jra
202610020505,2026-07-11,5,小倉,ワイド,5-9,8940,62,jra
202610020505,2026-07-11,5,小倉,馬単,1-5,6220,19,jra
202610020505,2026-07-11,5,小倉,三連複,1-5-9,26340,79,jra
202610020505,2026-07-11,5,小倉,三連単,1-5-9,90160,245,jra
202610020506,2026-07-11,6,小倉,単勝,16,470,2,jra
202610020506,2026-07-11,6,小倉,複勝,16,130,2,jra
202610020506,2026-07-11,6,小倉,複勝,17,110,1,jra
202610020506,2026-07-11,6,小倉,複勝,1,150,3,jra
202610020506,2026-07-11,6,小倉,複勝,7,180,4,jra
202610020506,2026-07-11,6,小倉,枠連,8-8,380,1,jra
202610020506,2026-07-11,6,小倉,馬連,16-17,630,1,jra
202610020506,2026-07-11,6,小倉,ワイド,16-17,190,1,jra
202610020506,2026-07-11,6,小倉,ワイド,1-16,530,9,jra
202610020506,2026-07-11,6,小倉,ワイド,7-16,710,13,jra
202610020506,2026-07-11,6,小倉,ワイド,1-17,230,2,jra
202610020506,2026-07-11,6,小倉,ワイド,7-17,280,3,jra
202610020506,2026-07-11,6,小倉,馬単,16-17,1340,3,jra
202610020506,2026-07-11,6,小倉,三連複,1-16-17,900,1,jra
202610020506,2026-07-11,6,小倉,三連単,16-17-1,4370,11,jra
202610020507,2026-07-11,7,小倉,単勝,6,400,2,jra
202610020507,2026-07-11,7,小倉,複勝,6,190,2,jra
202610020507,2026-07-11,7,小倉,複勝,5,240,5,jra
202610020507,2026-07-11,7,小倉,複勝,1,770,8,jra
202610020507,2026-07-11,7,小倉,枠連,5-5,1790,7,jra
202610020507,2026-07-11,7,小倉,馬連,5-6,1690,7,jra
202610020507,2026-07-11,7,小倉,ワイド,5-6,620,7,jra
202610020507,2026-07-11,7,小倉,ワイド,1-6,1890,21,jra
202610020507,2026-07-11,7,小倉,ワイド,1-5,2960,26,jra
202610020507,2026-07-11,7,小倉,馬単,6-5,2850,12,jra
202610020507,2026-07-11,7,小倉,三連複,1-5-6,14590,41,jra
202610020507,2026-07-11,7,小倉,三連単,6-5-1,44650,136,jra
202610020508,2026-07-11,8,小倉,単勝,10,790,6,jra
202610020508,2026-07-11,8,小倉,複勝,10,320,6,jra
202610020508,2026-07-11,8,小倉,複勝,8,200,3,jra
202610020508,2026-07-11,8,小倉,複勝,4,200,2,jra
202610020508,2026-07-11,8,小倉,枠連,7-8,880,4,jra
202610020508,2026-07-11,8,小倉,馬連,8-10,4390,17,jra
202610020508,2026-07-11,8,小倉,ワイド,8-10,1490,20,jra
202610020508,2026-07-11,8,小倉,ワイド,4-10,1740,23,jra
202610020508,2026-07-11,8,小倉,ワイド,4-8,530,5,jra
202610020508,2026-07-11,8,小倉,馬単,10-8,6110,28,jra
202610020508,2026-07-11,8,小倉,三連複,4-8-10,8730,36,jra
202610020508,2026-07-11,8,小倉,三連単,10-8-4,53050,203,jra
202610020509,2026-07-11,9,小倉,単勝,4,1810,6,jra
202610020509,2026-07-11,9,小倉,複勝,4,430,6,jra
202610020509,2026-07-11,9,小倉,複勝,3,180,3,jra
202610020509,2026-07-11,9,小倉,複勝,10,260,4,jra
202610020509,2026-07-11,9,小倉,枠連,3-4,3070,13,jra
202610020509,2026-07-11,9,小倉,馬連,3-4,2770,10,jra
202610020509,2026-07-11,9,小倉,ワイド,3-4,870,10,jra
202610020509,2026-07-11,9,小倉,ワイド,4-10,1500,20,jra
202610020509,2026-07-11,9,小倉,ワイド,3-10,480,5,jra
202610020509,2026-07-11,9,小倉,馬単,4-3,6530,25,jra
202610020509,2026-07-11,9,小倉,三連複,3-4-10,4730,20,jra
202610020509,2026-07-11,9,小倉,三連単,4-3-10,37670,127,jra
202610020510,2026-07-11,10,小倉,単勝,14,650,3,jra
202610020510,2026-07-11,10,小倉,複勝,14,250,3,jra
202610020510,2026-07-11,10,小倉,複勝,3,3710,18,jra
202610020510,2026-07-11,10,小倉,複勝,16,200,2,jra
202610020510,2026-07-11,10,小倉,枠連,2-7,7390,21,jra
202610020510,2026-07-11,10,小倉,馬連,3-14,69900,116,jra
202610020510,2026-07-11,10,小倉,ワイド,3-14,18260,120,jra
202610020510,2026-07-11,10,小倉,ワイド,14-16,580,2,jra
202610020510,2026-07-11,10,小倉,ワイド,3-16,14380,105,jra
202610020510,2026-07-11,10,小倉,馬単,14-3,99330,199,jra
202610020510,2026-07-11,10,小倉,三連複,3-14-16,67200,199,jra
202610020510,2026-07-11,10,小倉,三連単,14-3-16,715920,1,jra
202610020511,2026-07-11,11,小倉,単勝,5,570,3,jra
202610020511,2026-07-11,11,小倉,複勝,5,210,3,jra
202610020511,2026-07-11,11,小倉,複勝,1,370,7,jra
202610020511,2026-07-11,11,小倉,複勝,7,250,4,jra
202610020511,2026-07-11,11,小倉,枠連,1-5,3380,13,jra
202610020511,2026-07-11,11,小倉,馬連,1-5,2850,12,jra
202610020511,2026-07-11,11,小倉,ワイド,1-5,800,12,jra
202610020511,2026-07-11,11,小倉,ワイド,5-7,540,4,jra
202610020511,2026-07-11,11,小倉,ワイド,1-7,1050,14,jra
202610020511,2026-07-11,11,小倉,馬単,5-1,4800,19,jra
